!DatalogFileV1.0 1580606584
#
# User :            Start : 2020/2/2 10:23:4
# PRO_RcpNameSM : SW_80.rcp
#
#-------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------+--------------------
Time	PrcsStep	PrcsTime	PrcsStepCyc	StepGrpCyc	ThrtPrs	ThrtPos	ChmPrs	PumpPrs	ChuckPos	RFSetPow	RFLoadPow	RFRefPow	RFFreq	RPGLoadPow	RPGRefPow	SHT1_Temp	SHT1_Pow	SHT1_Cur	SHT1_Volt	MFC01Flw	MFC02Flw	MFC03Flw	MFC04Flw	MFC01Prs	MFC02Prs	MFC03Prs	MFC04Prs	HT01_Temp	HT02_Temp	HT03_Temp	HT04_Temp	HT05_Temp	HT06_Temp	HT07_Temp	HT08_Temp	HT09_Temp	HT10_Temp	HT11_Temp	HT12_Temp	HT13_Temp	HT14_Temp	HT15_Temp	HT16_Temp	SH1HeatExFlw	HtExcSupTemp	HtExcRetTemp	RF1ForwardAI	HF_LOAD_POS_A	HF_TUNE_POS_A	HF_R_Real_A	HF_X_Image_A	HF_Z_Phase_A	HF_Z_Power_A	HF_Z_R_A	HF_Z_X_A	HF_Z_Vrms_A	HF_Z_Irms_A
26	3	37.500	6	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
27	3	37.500	6	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
28	3	37.500	7	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
29	3	37.500	7	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
30	3	37.500	8	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
31	3	37.500	8	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
32	3	37.500	9	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
33	3	37.500	9	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
34	3	37.500	10	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
35	3	37.500	10	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
36	3	37.500	11	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
37	3	37.500	12	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
38	3	37.500	12	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	0	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
39	3	37.500	13	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	0	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
40	3	37.500	13	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
41	3	37.500	14	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
42	3	37.500	14	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
43	3	37.500	15	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
44	3	37.500	15	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	0	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
45	3	37.500	15	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	0	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
46	3	37.500	16	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
47	3	37.500	16	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
48	3	37.500	17	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	0	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
49	3	37.500	17	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	0	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
50	3	37.500	18	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	0	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
51	3	37.500	18	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	0	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
52	3	37.500	19	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
53	3	37.500	19	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
54	3	37.500	19	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
55	3	37.500	20	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
56	3	37.500	20	0	2.254	48.0	2.3	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
57	3	37.500	21	0	2.185	46.0	2.2	0.000	0.00	0	0	0	0	0	0	50.0	0.0	0.00	0.00	3500	400	1500	300	31.1	32.2	33.3	34.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0	0.00	0.00	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
